Employee_ID,Employee_Name,Department,Claim_Type,Claim_Amount,Approved_Amount,Claim_Status,Claim_Date,Approval_Date,Payment_Status,Payment_Method,Vendor
1441,Arjun Kapoor,Finance,Pharmacy,2467,2203,Approved,2024-05-30,2024-06-08,Unpaid,Bank Transfer,Wellness Center
1442,Rahul Mehta,Finance,Transport,17892,17836,Approved,2023-04-25,2023-05-02,Unpaid,Bank Transfer,Fortis
1443,Priya Mehta,Operations,Pharmacy,5159,0,Rejected,2024-07-09,2024-07-12,Paid,Bank Transfer,Local Clinic
1444,Rahul Bansal,IT,Medical,15199,0,Pending,2024-06-22,2024-06-23,Unpaid,Payroll,Max Healthcare
1445,Karan Khanna,IT,Wellness,9090,8641,Approved,2023-01-25,2023-01-31,Unpaid,Payroll,Local Clinic
1446,Pooja Agarwal,Marketing,Transport,2894,0,Pending,2023-10-21,2023-10-28,Unpaid,Bank Transfer,Fortis
1447,Neha Gupta,Finance,Pharmacy,12632,12360,Approved,2023-12-17,2023-12-27,Unpaid,Payroll,Max Healthcare
1448,Sneha Khanna,Operations,Medical,14093,0,Pending,2023-11-12,2023-11-14,Unpaid,Payroll,Apollo Hospital
1449,Arjun Mehta,Sales,Medical,6937,0,Pending,2024-06-22,2024-06-28,Paid,Payroll,Fortis
1450,Rahul Mehta,HR,Pharmacy,10234,0,Rejected,2023-05-31,2023-06-10,Paid,Bank Transfer,Max Healthcare
1451,Arjun Verma,Finance,Wellness,1853,0,Pending,2023-08-12,2023-08-15,Paid,Bank Transfer,Fortis
1452,Rahul Mehta,Finance,Transport,1181,0,Rejected,2023-11-06,2023-11-09,Unpaid,Bank Transfer,Max Healthcare
1453,Sneha Verma,IT,Pharmacy,10182,0,Rejected,2023-08-17,2023-08-27,Paid,Bank Transfer,Wellness Center
1454,Sneha Sharma,IT,Pharmacy,16019,15232,Approved,2024-08-20,2024-08-24,Paid,Payroll,Fortis
1455,Amit Mehta,Sales,Dental,9491,8741,Approved,2023-02-22,2023-03-03,Unpaid,Payroll,Fortis
1456,Neha Kapoor,Operations,Dental,2370,1511,Approved,2024-07-05,2024-07-07,Paid,Bank Transfer,Apollo Hospital
1457,Pooja Jain,Marketing,Wellness,2591,0,Pending,2023-03-08,2023-03-10,Unpaid,Bank Transfer,Fortis
1458,Ankit Jain,Operations,Wellness,15781,15519,Approved,2023-02-06,2023-02-15,Paid,Bank Transfer,Local Clinic
1459,Arjun Gupta,Finance,Dental,596,0,Pending,2024-06-06,2024-06-10,Unpaid,Payroll,Fortis
1460,Ankit Mehta,IT,Transport,9475,0,Rejected,2023-03-13,2023-03-21,Unpaid,Bank Transfer,Wellness Center
1461,Pooja Verma,HR,Dental,6398,0,Pending,2023-05-09,2023-05-17,Paid,Payroll,Apollo Hospital
1462,Ankit Agarwal,Sales,Wellness,4897,4664,Approved,2024-01-11,2024-01-21,Paid,Bank Transfer,Wellness Center
1463,Karan Agarwal,Operations,Pharmacy,7623,0,Rejected,2023-03-04,2023-03-06,Unpaid,Payroll,Wellness Center
1464,Pooja Agarwal,IT,Transport,16892,16201,Approved,2023-01-23,2023-01-27,Unpaid,Payroll,Apollo Hospital
1465,Karan Bansal,HR,Medical,856,0,Rejected,2023-08-20,2023-08-21,Unpaid,Bank Transfer,Wellness Center
1466,Pooja Gupta,IT,Transport,19742,0,Rejected,2024-02-28,2024-03-03,Unpaid,Bank Transfer,Max Healthcare
1467,Arjun Sharma,Sales,Dental,17351,17124,Approved,2023-06-28,2023-07-05,Unpaid,Payroll,Wellness Center
1468,Rahul Kapoor,Sales,Wellness,8461,7654,Approved,2024-04-21,2024-04-23,Unpaid,Payroll,Max Healthcare
1469,Ankit Mehta,Finance,Wellness,10756,0,Pending,2023-12-24,2023-12-27,Paid,Bank Transfer,Fortis
1470,Arjun Bansal,Operations,Pharmacy,11357,0,Rejected,2023-08-17,2023-08-23,Unpaid,Bank Transfer,Max Healthcare
1471,Neha Jain,Operations,Wellness,9833,9490,Approved,2024-08-18,2024-08-24,Unpaid,Bank Transfer,Wellness Center
1472,Rahul Malhotra,Sales,Pharmacy,5294,0,Pending,2023-07-29,2023-08-08,Paid,Bank Transfer,Max Healthcare
1473,Rohit Agarwal,Finance,Pharmacy,2627,0,Rejected,2024-04-27,2024-05-02,Paid,Bank Transfer,Apollo Hospital
1474,Rahul Khanna,Operations,Pharmacy,19857,0,Rejected,2023-09-03,2023-09-04,Unpaid,Bank Transfer,Apollo Hospital
1475,Arjun Mehta,Marketing,Transport,14854,14161,Approved,2023-05-16,2023-05-24,Paid,Payroll,Local Clinic
1476,Priya Gupta,Finance,Wellness,11528,0,Pending,2023-02-02,2023-02-10,Unpaid,Payroll,Apollo Hospital
1477,Priya Verma,Sales,Dental,10454,10111,Approved,2024-03-05,2024-03-06,Unpaid,Payroll,Fortis
1478,Priya Mehta,HR,Dental,10258,9337,Approved,2024-05-30,2024-06-08,Paid,Payroll,Wellness Center
1479,Karan Mehta,HR,Medical,10747,0,Rejected,2024-02-26,2024-02-27,Paid,Payroll,Max Healthcare
1480,Sneha Mehta,Finance,Wellness,19178,0,Rejected,2023-01-04,2023-01-14,Unpaid,Bank Transfer,Local Clinic
1481,Sneha Mehta,Marketing,Transport,12206,0,Pending,2024-03-18,2024-03-22,Paid,Bank Transfer,Max Healthcare
1482,Ankit Sharma,Marketing,Dental,6799,0,Rejected,2023-04-10,2023-04-16,Unpaid,Bank Transfer,Fortis
1483,Karan Mehta,HR,Medical,1767,0,Rejected,2023-11-14,2023-11-22,Unpaid,Bank Transfer,Apollo Hospital
1484,Rohit Jain,Marketing,Transport,15149,0,Pending,2023-11-26,2023-11-27,Paid,Payroll,Max Healthcare
1485,Karan Agarwal,IT,Dental,644,0,Rejected,2023-07-09,2023-07-18,Unpaid,Bank Transfer,Fortis
1486,Amit Khanna,Operations,Pharmacy,17792,0,Rejected,2024-05-25,2024-05-26,Paid,Bank Transfer,Wellness Center
1487,Sneha Jain,Marketing,Wellness,1955,0,Pending,2023-02-26,2023-03-01,Unpaid,Payroll,Wellness Center
1488,Priya Verma,Finance,Transport,18998,0,Rejected,2023-10-10,2023-10-18,Unpaid,Payroll,Local Clinic
1489,Ankit Verma,Operations,Pharmacy,16974,0,Pending,2023-08-04,2023-08-13,Paid,Bank Transfer,Local Clinic
1490,Amit Jain,Marketing,Pharmacy,19739,0,Pending,2024-01-18,2024-01-23,Paid,Bank Transfer,Local Clinic
1491,Pooja Malhotra,Operations,Wellness,15627,0,Rejected,2023-05-18,2023-05-23,Paid,Payroll,Local Clinic
1492,Sneha Kapoor,Marketing,Dental,19236,0,Pending,2024-03-18,2024-03-19,Unpaid,Bank Transfer,Fortis
1493,Neha Sharma,Sales,Medical,7109,0,Rejected,2023-01-16,2023-01-17,Paid,Payroll,Max Healthcare
1494,Neha Malhotra,Sales,Pharmacy,7082,0,Rejected,2023-10-14,2023-10-24,Unpaid,Bank Transfer,Max Healthcare
1495,Priya Jain,Sales,Wellness,5388,0,Rejected,2023-08-11,2023-08-13,Unpaid,Payroll,Wellness Center
1496,Neha Jain,Marketing,Transport,10261,0,Pending,2024-06-19,2024-06-22,Paid,Payroll,Wellness Center
1497,Karan Kapoor,IT,Medical,8757,0,Rejected,2024-04-01,2024-04-07,Unpaid,Payroll,Max Healthcare
1498,Karan Kapoor,IT,Transport,7049,0,Rejected,2023-02-19,2023-03-01,Paid,Payroll,Fortis
1499,Pooja Sharma,Sales,Pharmacy,19307,19009,Approved,2024-07-13,2024-07-19,Unpaid,Payroll,Local Clinic
1500,Sneha Mehta,Operations,Wellness,7441,0,Pending,2023-05-26,2023-06-03,Paid,Payroll,Fortis
1501,Pooja Agarwal,Sales,Dental,5798,0,Pending,2023-09-26,2023-10-04,Unpaid,Payroll,Local Clinic
1502,Amit Bansal,Operations,Wellness,8230,0,Rejected,2023-01-09,2023-01-18,Unpaid,Bank Transfer,Local Clinic
1503,Karan Khanna,Marketing,Transport,12372,0,Rejected,2023-06-29,2023-07-09,Paid,Payroll,Apollo Hospital
1504,Amit Sharma,IT,Transport,15816,15510,Approved,2024-02-10,2024-02-18,Unpaid,Bank Transfer,Wellness Center
1505,Pooja Kapoor,HR,Medical,9196,9117,Approved,2023-07-30,2023-07-31,Unpaid,Bank Transfer,Wellness Center
1506,Karan Mehta,Operations,Pharmacy,11306,0,Rejected,2023-06-19,2023-06-27,Paid,Bank Transfer,Max Healthcare
1507,Rahul Khanna,Finance,Transport,4857,4446,Approved,2024-05-10,2024-05-14,Paid,Payroll,Apollo Hospital
1508,Ankit Sharma,Operations,Medical,8305,7883,Approved,2023-02-17,2023-02-18,Paid,Payroll,Local Clinic
1509,Ankit Agarwal,Marketing,Transport,17095,0,Pending,2023-11-17,2023-11-27,Paid,Bank Transfer,Max Healthcare
1510,Pooja Mehta,Sales,Medical,14758,0,Pending,2024-06-18,2024-06-28,Unpaid,Payroll,Local Clinic
1511,Pooja Gupta,HR,Transport,13734,0,Rejected,2024-05-25,2024-06-04,Paid,Bank Transfer,Local Clinic
1512,Neha Jain,Operations,Transport,8227,7632,Approved,2024-06-29,2024-07-05,Paid,Payroll,Fortis
1513,Ankit Sharma,IT,Transport,4279,3456,Approved,2023-04-26,2023-05-06,Paid,Payroll,Local Clinic
1514,Rahul Agarwal,Finance,Transport,1622,0,Pending,2024-07-03,2024-07-07,Paid,Bank Transfer,Max Healthcare
1515,Sneha Bansal,HR,Medical,4936,0,Rejected,2023-05-15,2023-05-22,Unpaid,Payroll,Max Healthcare
1516,Ankit Kapoor,Marketing,Wellness,5755,4938,Approved,2024-04-08,2024-04-18,Unpaid,Payroll,Apollo Hospital
1517,Sneha Agarwal,Operations,Transport,6921,6517,Approved,2024-02-11,2024-02-20,Unpaid,Payroll,Fortis
1518,Ankit Verma,Marketing,Transport,19988,19830,Approved,2024-07-28,2024-07-29,Paid,Payroll,Local Clinic
1519,Sneha Jain,Sales,Dental,19834,0,Rejected,2023-09-03,2023-09-05,Unpaid,Bank Transfer,Max Healthcare
1520,Sneha Jain,Marketing,Dental,9940,0,Rejected,2023-07-09,2023-07-11,Unpaid,Payroll,Wellness Center
1521,Arjun Verma,Sales,Pharmacy,1594,0,Rejected,2024-06-18,2024-06-19,Unpaid,Bank Transfer,Wellness Center
1522,Amit Agarwal,Marketing,Dental,14587,0,Rejected,2023-05-24,2023-06-02,Unpaid,Payroll,Local Clinic
1523,Rahul Agarwal,HR,Transport,4805,0,Pending,2024-08-19,2024-08-28,Unpaid,Payroll,Local Clinic
1524,Rohit Khanna,HR,Transport,13774,13038,Approved,2023-04-05,2023-04-07,Paid,Payroll,Apollo Hospital
1525,Rohit Khanna,IT,Pharmacy,4280,0,Rejected,2023-04-18,2023-04-28,Unpaid,Bank Transfer,Wellness Center
1526,Rahul Sharma,Finance,Transport,8003,0,Pending,2023-06-23,2023-06-27,Unpaid,Bank Transfer,Max Healthcare
1527,Neha Gupta,HR,Transport,7847,7176,Approved,2023-08-03,2023-08-08,Unpaid,Payroll,Apollo Hospital
1528,Sneha Mehta,IT,Transport,2669,0,Rejected,2024-04-24,2024-04-27,Unpaid,Payroll,Apollo Hospital
1529,Arjun Bansal,HR,Medical,17546,17059,Approved,2024-03-15,2024-03-23,Unpaid,Payroll,Local Clinic
1530,Amit Kapoor,HR,Dental,3080,2447,Approved,2024-08-19,2024-08-22,Paid,Bank Transfer,Max Healthcare
1531,Ankit Mehta,Sales,Transport,12358,0,Pending,2023-01-28,2023-02-03,Paid,Bank Transfer,Local Clinic
1532,Pooja Mehta,Marketing,Transport,11048,0,Rejected,2023-05-26,2023-06-04,Paid,Bank Transfer,Local Clinic
1533,Rahul Sharma,Operations,Wellness,5279,0,Rejected,2023-05-20,2023-05-23,Unpaid,Payroll,Fortis
1534,Priya Kapoor,Finance,Pharmacy,12766,12531,Approved,2024-07-28,2024-08-07,Unpaid,Bank Transfer,Wellness Center
1535,Amit Sharma,IT,Medical,9611,0,Pending,2023-10-07,2023-10-09,Unpaid,Payroll,Fortis
1536,Arjun Khanna,IT,Wellness,1362,0,Pending,2023-12-12,2023-12-20,Unpaid,Payroll,Fortis
1537,Arjun Verma,Finance,Medical,16818,0,Pending,2024-07-08,2024-07-15,Paid,Bank Transfer,Wellness Center
1538,Neha Agarwal,Finance,Dental,9796,9545,Approved,2023-05-19,2023-05-27,Unpaid,Payroll,Fortis
1539,Sneha Khanna,Finance,Transport,756,0,Rejected,2024-03-22,2024-03-31,Unpaid,Bank Transfer,Fortis
1540,Amit Agarwal,Finance,Medical,12595,0,Rejected,2023-02-04,2023-02-07,Unpaid,Bank Transfer,Apollo Hospital
1541,Rahul Jain,Sales,Transport,11575,10635,Approved,2023-04-02,2023-04-07,Paid,Payroll,Local Clinic
1542,Pooja Khanna,Sales,Medical,4515,0,Rejected,2023-05-09,2023-05-11,Unpaid,Bank Transfer,Wellness Center
1543,Karan Verma,Operations,Wellness,2771,0,Pending,2023-02-25,2023-03-06,Unpaid,Payroll,Apollo Hospital
1544,Arjun Agarwal,Sales,Pharmacy,10352,10081,Approved,2023-05-24,2023-05-27,Unpaid,Bank Transfer,Wellness Center
1545,Neha Kapoor,IT,Dental,19203,0,Rejected,2024-02-07,2024-02-08,Paid,Bank Transfer,Wellness Center
1546,Pooja Khanna,HR,Wellness,13943,13032,Approved,2023-03-13,2023-03-20,Paid,Bank Transfer,Fortis
1547,Rohit Agarwal,Marketing,Dental,735,0,Rejected,2023-05-07,2023-05-10,Paid,Bank Transfer,Apollo Hospital
1548,Rohit Malhotra,IT,Medical,2817,2220,Approved,2023-10-18,2023-10-28,Paid,Bank Transfer,Max Healthcare
1549,Sneha Gupta,IT,Medical,19017,0,Pending,2024-08-16,2024-08-23,Unpaid,Payroll,Fortis
1550,Neha Malhotra,Finance,Dental,14580,0,Rejected,2024-01-15,2024-01-17,Unpaid,Payroll,Max Healthcare
1551,Priya Verma,HR,Medical,10912,0,Pending,2023-11-16,2023-11-19,Unpaid,Bank Transfer,Max Healthcare
1552,Sneha Kapoor,Finance,Transport,14208,0,Pending,2024-02-02,2024-02-10,Unpaid,Bank Transfer,Wellness Center
1553,Neha Agarwal,Marketing,Dental,15437,0,Rejected,2023-09-03,2023-09-07,Paid,Bank Transfer,Apollo Hospital
1554,Ankit Agarwal,Marketing,Medical,13831,13047,Approved,2023-03-27,2023-03-30,Paid,Bank Transfer,Wellness Center
1555,Rahul Agarwal,Sales,Wellness,17398,0,Rejected,2023-10-02,2023-10-11,Paid,Payroll,Apollo Hospital
1556,Rohit Gupta,IT,Dental,19481,0,Pending,2023-01-18,2023-01-19,Unpaid,Payroll,Apollo Hospital
1557,Sneha Verma,Marketing,Dental,986,378,Approved,2024-05-30,2024-06-07,Paid,Bank Transfer,Apollo Hospital
1558,Priya Verma,IT,Transport,16903,16660,Approved,2024-06-24,2024-06-26,Unpaid,Payroll,Apollo Hospital
1559,Karan Gupta,IT,Dental,7450,6981,Approved,2024-05-09,2024-05-13,Paid,Payroll,Apollo Hospital
1560,Amit Kapoor,Operations,Dental,16383,0,Pending,2024-08-07,2024-08-14,Unpaid,Bank Transfer,Max Healthcare
1561,Rahul Khanna,Marketing,Dental,7191,0,Rejected,2024-02-07,2024-02-15,Paid,Bank Transfer,Apollo Hospital
1562,Rohit Sharma,IT,Pharmacy,12843,0,Rejected,2024-06-07,2024-06-15,Unpaid,Bank Transfer,Wellness Center
1563,Rohit Verma,HR,Transport,9816,0,Pending,2023-03-05,2023-03-06,Paid,Payroll,Wellness Center
1564,Amit Jain,IT,Wellness,11594,0,Rejected,2024-05-27,2024-06-06,Unpaid,Bank Transfer,Apollo Hospital
1565,Karan Verma,Finance,Dental,2536,0,Rejected,2023-11-19,2023-11-24,Unpaid,Bank Transfer,Max Healthcare
1566,Pooja Kapoor,Operations,Medical,9556,0,Pending,2023-02-03,2023-02-07,Unpaid,Payroll,Wellness Center
1567,Amit Malhotra,Operations,Transport,13252,12968,Approved,2023-07-22,2023-07-27,Paid,Bank Transfer,Wellness Center
1568,Rohit Bansal,Operations,Dental,9737,9033,Approved,2023-10-21,2023-10-28,Unpaid,Payroll,Fortis
1569,Ankit Agarwal,Finance,Transport,2712,0,Pending,2023-01-22,2023-02-01,Paid,Bank Transfer,Apollo Hospital
1570,Neha Agarwal,Operations,Dental,16294,15653,Approved,2023-01-05,2023-01-09,Unpaid,Bank Transfer,Max Healthcare
1571,Arjun Gupta,HR,Wellness,8730,0,Rejected,2023-12-15,2023-12-22,Unpaid,Bank Transfer,Max Healthcare
1572,Ankit Sharma,Operations,Pharmacy,17876,17145,Approved,2024-05-10,2024-05-12,Unpaid,Payroll,Fortis
1573,Amit Verma,Finance,Transport,11877,0,Pending,2024-06-27,2024-06-28,Paid,Payroll,Fortis
1574,Priya Agarwal,Operations,Medical,6280,0,Rejected,2023-02-25,2023-03-07,Paid,Bank Transfer,Max Healthcare
1575,Arjun Kapoor,IT,Transport,4953,0,Rejected,2023-01-07,2023-01-17,Paid,Payroll,Apollo Hospital
1576,Ankit Mehta,Marketing,Dental,9279,0,Rejected,2024-07-20,2024-07-21,Unpaid,Bank Transfer,Apollo Hospital
1577,Ankit Verma,Marketing,Medical,16571,0,Rejected,2024-05-19,2024-05-22,Paid,Bank Transfer,Apollo Hospital
1578,Sneha Agarwal,Finance,Pharmacy,8580,0,Pending,2024-07-03,2024-07-10,Paid,Payroll,Fortis
1579,Ankit Gupta,IT,Dental,7395,0,Rejected,2024-06-18,2024-06-19,Paid,Payroll,Max Healthcare
1580,Karan Agarwal,IT,Pharmacy,16737,0,Rejected,2023-09-13,2023-09-17,Paid,Payroll,Local Clinic
1581,Rahul Verma,Operations,Transport,12052,11435,Approved,2024-04-03,2024-04-08,Paid,Payroll,Local Clinic
1582,Pooja Agarwal,Finance,Medical,7324,0,Rejected,2023-02-01,2023-02-09,Paid,Bank Transfer,Fortis
1583,Rohit Sharma,Operations,Transport,10604,0,Pending,2023-06-12,2023-06-19,Paid,Payroll,Wellness Center
1584,Neha Sharma,Sales,Wellness,11564,0,Pending,2024-04-25,2024-04-28,Paid,Bank Transfer,Fortis
1585,Rohit Bansal,IT,Medical,10677,0,Rejected,2023-06-05,2023-06-12,Unpaid,Payroll,Fortis
1586,Karan Bansal,IT,Dental,12656,0,Pending,2023-01-30,2023-02-09,Unpaid,Payroll,Apollo Hospital
1587,Rohit Malhotra,Marketing,Transport,14043,13447,Approved,2023-02-15,2023-02-21,Unpaid,Bank Transfer,Wellness Center
1588,Neha Kapoor,Sales,Pharmacy,5795,0,Rejected,2023-04-19,2023-04-24,Unpaid,Bank Transfer,Apollo Hospital
1589,Amit Kapoor,IT,Pharmacy,5348,0,Rejected,2023-08-13,2023-08-15,Paid,Bank Transfer,Apollo Hospital
1590,Karan Mehta,Finance,Pharmacy,9002,0,Rejected,2024-05-22,2024-05-30,Paid,Payroll,Wellness Center
1591,Karan Agarwal,IT,Transport,15663,14824,Approved,2023-07-24,2023-08-02,Paid,Bank Transfer,Fortis
1592,Arjun Verma,IT,Transport,6273,0,Pending,2023-04-10,2023-04-15,Unpaid,Bank Transfer,Local Clinic
1593,Karan Agarwal,Marketing,Wellness,1978,1519,Approved,2024-08-04,2024-08-05,Unpaid,Bank Transfer,Max Healthcare
1594,Amit Khanna,Sales,Medical,8286,0,Rejected,2023-11-15,2023-11-20,Unpaid,Bank Transfer,Apollo Hospital
1595,Ankit Mehta,Operations,Transport,3778,0,Pending,2024-06-30,2024-07-02,Paid,Payroll,Wellness Center
1596,Priya Bansal,IT,Wellness,14878,0,Rejected,2023-08-31,2023-09-07,Unpaid,Payroll,Local Clinic
1597,Rohit Bansal,Finance,Wellness,8319,0,Rejected,2024-07-21,2024-07-22,Paid,Payroll,Max Healthcare
1598,Karan Malhotra,Finance,Dental,10804,10784,Approved,2023-10-13,2023-10-17,Unpaid,Payroll,Local Clinic
1599,Amit Bansal,HR,Pharmacy,727,0,Rejected,2023-03-01,2023-03-05,Unpaid,Payroll,Fortis
1600,Sneha Verma,Marketing,Pharmacy,9147,0,Pending,2024-04-12,2024-04-18,Unpaid,Payroll,Fortis
1601,Pooja Gupta,IT,Pharmacy,10565,10340,Approved,2023-09-08,2023-09-09,Unpaid,Bank Transfer,Max Healthcare
1602,Arjun Agarwal,Operations,Wellness,9523,0,Rejected,2023-04-06,2023-04-13,Paid,Payroll,Max Healthcare
1603,Sneha Malhotra,Marketing,Pharmacy,4250,0,Pending,2023-08-26,2023-09-01,Unpaid,Bank Transfer,Fortis
1604,Pooja Malhotra,Operations,Wellness,2891,0,Pending,2023-06-02,2023-06-09,Paid,Payroll,Apollo Hospital
1605,Arjun Mehta,IT,Medical,10626,0,Pending,2024-05-10,2024-05-17,Unpaid,Payroll,Wellness Center
1606,Neha Verma,Operations,Dental,2265,1343,Approved,2023-10-30,2023-11-06,Unpaid,Payroll,Max Healthcare
1607,Arjun Gupta,Finance,Pharmacy,12174,11960,Approved,2023-10-25,2023-10-31,Unpaid,Payroll,Wellness Center
1608,Priya Gupta,IT,Dental,5103,0,Rejected,2024-02-07,2024-02-09,Unpaid,Bank Transfer,Fortis
1609,Neha Agarwal,Finance,Transport,7539,0,Pending,2023-06-07,2023-06-09,Paid,Payroll,Fortis
1610,Pooja Jain,Operations,Medical,16949,0,Pending,2023-08-14,2023-08-19,Unpaid,Payroll,Wellness Center
1611,Priya Bansal,HR,Wellness,14790,14774,Approved,2023-04-26,2023-04-27,Paid,Payroll,Local Clinic
1612,Priya Verma,IT,Wellness,19694,18741,Approved,2023-05-02,2023-05-03,Paid,Bank Transfer,Max Healthcare
1613,Rohit Khanna,IT,Dental,12929,11989,Approved,2023-10-07,2023-10-08,Paid,Bank Transfer,Max Healthcare
1614,Arjun Malhotra,Operations,Dental,7650,0,Pending,2023-12-26,2024-01-02,Paid,Bank Transfer,Apollo Hospital
1615,Arjun Gupta,Marketing,Wellness,2827,0,Pending,2023-05-20,2023-05-29,Paid,Bank Transfer,Max Healthcare
1616,Neha Bansal,Marketing,Transport,19134,0,Pending,2023-01-25,2023-01-28,Paid,Payroll,Fortis
1617,Rohit Verma,IT,Wellness,17658,0,Pending,2024-02-16,2024-02-19,Unpaid,Payroll,Fortis
1618,Priya Mehta,Operations,Pharmacy,1007,0,Pending,2023-06-07,2023-06-13,Paid,Bank Transfer,Fortis
1619,Rohit Sharma,Operations,Wellness,5181,4877,Approved,2023-04-03,2023-04-08,Paid,Bank Transfer,Apollo Hospital
1620,Neha Kapoor,Marketing,Transport,15968,15856,Approved,2023-06-20,2023-06-26,Paid,Payroll,Apollo Hospital
1621,Amit Kapoor,Sales,Medical,14645,0,Pending,2024-06-02,2024-06-08,Paid,Payroll,Wellness Center
1622,Neha Agarwal,IT,Pharmacy,9341,0,Rejected,2023-03-03,2023-03-07,Unpaid,Bank Transfer,Fortis
1623,Ankit Khanna,Sales,Pharmacy,15541,0,Rejected,2023-01-04,2023-01-12,Unpaid,Bank Transfer,Max Healthcare
1624,Priya Mehta,Marketing,Wellness,5040,4108,Approved,2024-06-04,2024-06-07,Paid,Payroll,Wellness Center
1625,Rahul Verma,Marketing,Medical,3846,0,Pending,2024-07-16,2024-07-23,Unpaid,Payroll,Fortis
1626,Priya Bansal,HR,Dental,2175,1439,Approved,2023-07-03,2023-07-07,Unpaid,Payroll,Fortis
1627,Neha Sharma,Sales,Medical,17845,0,Rejected,2024-03-21,2024-03-29,Unpaid,Bank Transfer,Apollo Hospital
1628,Sneha Bansal,Sales,Wellness,19015,18518,Approved,2023-02-27,2023-03-07,Paid,Bank Transfer,Wellness Center
1629,Rahul Jain,Sales,Pharmacy,3637,3528,Approved,2024-04-23,2024-04-26,Paid,Payroll,Fortis
1630,Neha Khanna,HR,Medical,2606,0,Rejected,2023-11-01,2023-11-10,Paid,Payroll,Local Clinic
1631,Sneha Mehta,HR,Medical,16483,0,Rejected,2024-08-03,2024-08-12,Unpaid,Bank Transfer,Max Healthcare
1632,Pooja Sharma,Finance,Dental,16593,16431,Approved,2024-06-25,2024-06-30,Paid,Payroll,Apollo Hospital
1633,Arjun Sharma,HR,Dental,3056,0,Pending,2024-03-21,2024-03-24,Unpaid,Bank Transfer,Wellness Center
1634,Rohit Kapoor,Marketing,Dental,14055,13611,Approved,2023-05-14,2023-05-18,Unpaid,Payroll,Max Healthcare
1635,Sneha Agarwal,IT,Pharmacy,10327,0,Rejected,2023-11-22,2023-11-30,Paid,Payroll,Apollo Hospital
1636,Karan Khanna,Marketing,Medical,18373,0,Rejected,2023-04-27,2023-04-29,Unpaid,Payroll,Max Healthcare
1637,Amit Khanna,Sales,Medical,4824,0,Rejected,2023-07-13,2023-07-15,Paid,Payroll,Fortis
1638,Sneha Sharma,Finance,Medical,15962,0,Rejected,2024-08-23,2024-08-30,Paid,Bank Transfer,Fortis
1639,Neha Agarwal,HR,Dental,19012,18018,Approved,2024-07-30,2024-08-08,Paid,Payroll,Fortis
1640,Rahul Malhotra,IT,Medical,4183,0,Rejected,2024-06-21,2024-06-30,Unpaid,Payroll,Fortis
1641,Arjun Gupta,Operations,Transport,8715,0,Rejected,2023-07-20,2023-07-22,Paid,Payroll,Apollo Hospital
1642,Rohit Jain,Sales,Transport,9320,0,Rejected,2024-02-14,2024-02-21,Unpaid,Payroll,Fortis
1643,Sneha Kapoor,Marketing,Dental,17257,0,Rejected,2024-03-29,2024-04-04,Unpaid,Bank Transfer,Max Healthcare
1644,Neha Malhotra,Finance,Medical,8497,7874,Approved,2023-07-23,2023-07-27,Unpaid,Payroll,Apollo Hospital
1645,Neha Bansal,Sales,Wellness,11948,0,Rejected,2023-05-09,2023-05-16,Unpaid,Payroll,Fortis
1646,Sneha Sharma,Operations,Transport,3613,0,Rejected,2023-01-27,2023-02-03,Unpaid,Bank Transfer,Wellness Center
1647,Rohit Verma,Sales,Dental,18370,0,Pending,2023-02-22,2023-03-03,Paid,Payroll,Max Healthcare
1648,Ankit Malhotra,Operations,Transport,3101,0,Pending,2024-06-10,2024-06-20,Paid,Bank Transfer,Fortis
1649,Arjun Kapoor,Sales,Medical,15449,0,Rejected,2023-06-18,2023-06-20,Unpaid,Payroll,Max Healthcare
1650,Pooja Jain,HR,Wellness,7317,0,Pending,2024-02-10,2024-02-12,Unpaid,Payroll,Fortis
1651,Neha Gupta,Marketing,Dental,8298,0,Rejected,2024-06-20,2024-06-21,Unpaid,Bank Transfer,Fortis
1652,Neha Mehta,Finance,Transport,16813,0,Pending,2023-09-24,2023-09-30,Paid,Payroll,Fortis
1653,Amit Khanna,IT,Medical,17327,0,Rejected,2023-02-09,2023-02-18,Unpaid,Payroll,Max Healthcare
1654,Priya Sharma,HR,Transport,2321,0,Rejected,2023-09-06,2023-09-09,Unpaid,Payroll,Fortis
1655,Sneha Gupta,HR,Medical,2992,2011,Approved,2023-03-20,2023-03-21,Unpaid,Payroll,Fortis
1656,Neha Jain,Marketing,Transport,8160,0,Rejected,2024-03-21,2024-03-30,Unpaid,Bank Transfer,Local Clinic
1657,Pooja Verma,Sales,Medical,4076,3751,Approved,2023-10-18,2023-10-28,Unpaid,Payroll,Fortis
1658,Arjun Bansal,Marketing,Medical,7618,6779,Approved,2023-05-23,2023-05-26,Paid,Payroll,Max Healthcare
1659,Amit Bansal,IT,Wellness,17506,0,Rejected,2023-03-24,2023-04-03,Paid,Payroll,Fortis
1660,Rahul Khanna,HR,Transport,5865,0,Pending,2023-06-01,2023-06-06,Paid,Bank Transfer,Apollo Hospital
1661,Karan Kapoor,IT,Dental,14112,0,Pending,2023-09-18,2023-09-27,Paid,Payroll,Wellness Center
1662,Arjun Malhotra,IT,Dental,6295,0,Rejected,2023-06-13,2023-06-23,Paid,Payroll,Apollo Hospital
